name,"Number of Reviews, Minimum Nights Correl",minNights,Total Reviews
"Lovely Studio, 3min walk to train for Downtown/ORD",9.0,2,18
"Safe, Stylish, Comfy, Chicago Home",9.0,5,46
Charming and quite 2nd Floor Apartment in Logan Sq,9.0,5,48
Cozy Tri-Taylor Garden Flat/5 min to Medical Dist,9.0,2,18
1 #23 - 4 Bedroom Condo - McCormick Place,9.0,2,18
Hotel Perks - Private Bedroom | Private Bathroom,9.0,1,9
"2 miles from Mc Cormick, Cozy Garden Inn",9.0,2,19
X5. MANSION SHARED COED ROOM (NOT PRIVATE),9.0,2,18
1- Pill Hill Mansion(Large/Cozy/High Speed Wi-Fi),9.0,2,18
"NorthSide Chicago Near Wrigley, the Beach, Parking",9.0,2,18
Austin Garden Apartment,9.0,5,46
747 Sunrise,9.0,1,9
Victorian House in Heart of Rogers Park,9.0,2,19
"Amazing 2-BR Apt in Old Town! Eat,Drink,Beach&Shop",9.0,3,27
Cozy-Chic Lincoln Park Studio,9.0,2,18
Luxury Condo with Views of Downtown and Lake Michigan,9.0,2,18
"Lovely,large 1BR flat in Logan Square",9.0,32,302
"Highly Rated, Equip for Long Stays, Wicker Park",9.0,6,56
Private penthouse with skyline view,9.0,32,295
5min walk to UnivOfChicago. MODERN LUXE,9.0,10,91
Amazing Penthouse Skyline Views!,9.0,32,293
"Relaxing private bedroom, AC,free WiFi,Netfix,park",9.0,32,308
3 BR Mayfair flat,9.0,2,18
Quiet 2 bedroom/1 bath & Garage in my shared home,9.0,3,28
Bunk bed room in Logan Square!,9.0,2,18
Lovely + Spacious Boulevard Room,9.0,2,18
7 Beds 2 floor Apt : NO Parties,9.0,32,306
Private Queen bed in Old Town House,9.0,2,19
Studio at the Lake,9.0,7,69
Guest Room with 1 King Bed at Aloft Chicago Mag Mile,8.0,1,8
2BR Well-Equipped Apartment in Goose Island,8.0,1,8
Luxury Stay near Downtown Chicago New Queen Bed,8.0,1,8
Modern Rental 15min to downtown,8.0,1,8
"Home w/ 1BR, Kitchen & Wi-Fi near Shops & Dining",8.0,1,8
3BR Completely Furnished Home with In-unit Laundry,8.0,1,8
Bucktown Bungalow 2BR/2.5BA (+private garage),8.0,2,17
Family-Friendly 2BD/2BA in the heart of Old Town,8.0,2,16
2 bdrTop flr unit w/ parking& close public transp,8.0,1,8
"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",8.0,1,8
Cozy Studio Unit Walking Distance to Train.,8.0,1,8
10% Winter Promo! 1BR Captivating Apt in Chicago,8.0,1,8
10% Winter Promo! 1BR Home Warm & Cozy in Chicago,8.0,1,8
10% Winter Promo! 1BR Chic Apt Close to Everything,8.0,1,8
Large Couple Bedroom w/ Queen Bed & 5min to Metro,8.0,2,16
"Private Roof Top, Heart of Chicago, Old Town",8.0,1,8
xModern 3BR Suite by Loyola University by Stay Gia,8.0,2,16
2BR/1BA Irving Park Updated Vintage Apt Free Park,8.0,2,17
"Prime River North Location! Pool, Rooftop Deck",8.0,2,17
Comfortable 3-bedroom Garden Unit in Chicago,8.0,1,8
"Steps to Shop, Eat, Train | Easy Access | Zencity",8.0,1,8
Cozy 2 bdrm w/ patio mins from Midway Airport,8.0,2,16
Charming 1 Bedroom in Downtown!,8.0,1,8
Cozy Cove 2 - Chicago,8.0,1,8
Lovely 1-bedroom apartment in heart of Wicker Park,8.0,1,8
Cozy One Bedroom Private Apartment,8.0,1,8
McCormick Pl HUGE 4Br Pool table/parking/sleeps 10,8.0,2,17
Historic Logan Square 2BDR,8.0,2,17
Designer unit in the heart of Downtown/opt parking,8.0,2,17
Cozy 1 Bedroom near UofC 10 minutes from downtown!,8.0,2,16
McCormick 420 friendly 2br/2ba parking/sleeps 6,8.0,2,16
McCormick Place 2b/2b w optional parking/sleeps 6,8.0,2,16
#3 Comfy&Convenient room&Shared bath in Uptown,8.0,1,8
"Amazing Fun Condo, City view next to 606 Trail!",8.0,2,17
"2B/2BA Sophisticated Luxury Apartment | Balcony, R",8.0,2,17
Sunny 3BR/2BA apt in great location + free parking,8.0,1,8
A: Spacious Bedroom with Private Workspace,8.0,2,17
Lovely 2-bedroom apartment with 2 car garage!,8.0,2,17
LOGAN SQUARE - KING BED WITH LAUNDRY,8.0,1,8
Enjoy Chicago/suburbs 2BR townhouse fully equipped,8.0,3,25
Cheerful Bedroom with free street parking,8.0,2,16
McCormick Place Spacious 3b/2b parking/sleeps 8,8.0,2,16
McCormick 420 friendly 2br/2ba/parking/sleeps 6,8.0,2,17
Cheerful New Home Near Public Transportation,8.0,2,16
McCormick Place Skyline view 3br/2ba & opt parking,8.0,2,17
McCormick Pl Huge 2b/2b unit with optional parking,8.0,2,17
Lovely 3-bedroom 2-bathroom. Near U of Chicago.,8.0,1,8
Funky 3 bed 2 bath w/ fireplace & rooftop patio,8.0,1,8
New 3/2 Apt I 0.5mi To United Center!,8.0,2,16
Cozy 3 Bedroom Condo near University of Chicago,8.0,2,16
10% Winter Promo! 1BR Basement Apt with Parking,8.0,1,8
Z. 2 Pill Hill Mansion Private Room in Pill Hill,8.0,2,17
2br Cozy/Walkable Chicago Home - Family Friendly,8.0,3,24
2 bed 2 bath condo with private parking near UofC,8.0,2,17
Hip 3 BDRM loft above Historic Theater in Chicago!,8.0,2,16
Spacious NEW modern single-family home downtown,8.0,1,8
3 Bedroom Home with a Pool Table/Foosball Table,8.0,2,16
BEAUTIFUL 2 BEDROOM DUPLEX IN SIZZLING SOUTH SHORE,8.0,2,17
3-bedroom exposed brick in Chicago's Wicker Park,8.0,2,17
"Cute, Clean, Cozy Apartment in Pilsen",8.0,3,25
Sonder The Plymouth | Spacious Three-Bedroom Apartment,8.0,3,25
1910 Beautiful Restoration! Walk to Beach!,8.0,2,17
Your Home in Roscoe Village,8.0,4,35
Stylish & Spacious 2Story w/Parking | Lincoln Park,8.0,3,24
"Lakeview/Wrigleyville 3 bedroom, 3 bath duplex up",8.0,3,25
Trendy Chicago Apartment - FREE Parking Spot,8.0,1,8
"Comfy, Spacious Studio-In the Middle of Everywhere",8.0,2,16
FOUND Hotel Chicago - Private Quad (4xTwin Beds),8.0,1,8
WrigleyField/ LoganSquare,8.0,2,16
"Enchanting South Side Colonial Revival-5BR, 2.5BA",8.0,3,25
Modern Garden apartment in Lincoln Square,8.0,3,24
Top Floor Chilling in the Heart of Wicker Park,8.0,2,17
Charming 2 Bedroom  Apartment w/Private Entrance,8.0,3,25
The Elston Casa,8.0,2,16
"Chicago, Gorgeous 3BR/3BA Duplex, Free parking!",8.0,3,26
Large Executive Row house in Historic Pullman,8.0,2,17
"Two Bedrooms w Two Bathrooms and Full Kitchen, TV, Sonos, Lincoln Park (403)",8.0,3,26
ZA- bottom SHARED COED ROOM(NOT PRIVATE) TWIN BED,8.0,2,16
"*STUNNING LUX* 2bd/1ba condo, Hyde Park, Chicago!",8.0,2,16
🌟🦋THE BEAUTIFUL CONDO OASIS IN BRONZEVILLE,8.0,1,8
House 5863 Bed and Breakfast Room 4,8.0,1,8
Cozy and cool designer Wrigleyville flat,8.0,3,24
"💯Unique private home 🏠free st parking.
Special 🔝",8.0,2,17
💚FANCY 420 FRIENDLY CHILL SPOT IN CHICAGO,8.0,1,8
Bright Boho Apartment-Large Balcony & Free Parking,8.0,5,41
"Private, Cozy, Vintage Garden (Metra nearby)",8.0,6,52
Private Room By O’hare And Public Transport,8.0,2,17
X1. MANSION SHARED COED ROOM (NOT PRIVATE),8.0,2,16
Cheltenham Combo 8BR,8.0,2,16
Remodeled 2BR /2BA * Downtown * 2 Car Garage,8.0,2,17
Modern SFH Near McCormick Place & Soldier Field!,8.0,3,24
Entire 2-flat Sleeps 8 WickerPk Aug 3-7 Sale $139,8.0,1,8
Cozy 2 Bedrooms Apt with Queen by Northeastern Uni,8.0,3,26
"Staypineapple Chicago, 2 Double w/Mobility Acc",8.0,1,8
Lake View Living,8.0,2,16
Rock and Roll Paradise,8.0,1,8
Comfy private en suite & kitchenette in ❤️ of City,8.0,1,8
"Luxury🌟 3BR, 2BA-10mins from DTC",8.0,2,17
Lincoln Park Getaway Chicago SubwayThemed UNIT 2,8.0,2,17
747 Equator,8.0,1,8
Classic Logan Square Bungalow w/ Mid-Century Charm,8.0,2,16
Stylish 3 Bedroom Hm+Rooftop Dk+Garage Pk,8.0,3,25
Ethel Rose’s Place  is 420  friendly,8.0,3,26
Contemporary 2 bedroom south facing balcony  3,8.0,32,287
"Private unit with sauna in safe, pretty area!",8.0,32,271
"Chicago’s Dickens Place, flat!",8.0,32,275
Arts District Near McCormick/Loop/Lake/Museums,8.0,32,269
Great 1 BR Apartment in West Town,8.0,32,271
Cozy Clean Large 2 Bed in Lincoln Square,8.0,2,16
Home away from Home.,8.0,3,26
Medical Student Housing,8.0,3,25
Spacious Private Room w/ king bed,8.0,3,26
Welcoming All to Our Covid-Vaccinated Community 1E,8.0,3,26
10% Winter Promo! Superb Studio Loyola University,7.0,1,7
Self Check in 9 min Downtown Chicago Queen Bed,7.0,1,7
Chicago Speakeasy-Style Loft Suite (Room 2B),7.0,1,7
Entire 1-Bedroom Apt by Chinatown,7.0,1,7
3B2B 8min to DT /clean cozy 2fl/3queen size bed,7.0,1,7
Charming 3BR Rogers Park Home near Stores & Dining,7.0,1,7
Classic Bucktown 2 bd with work station by Zencity,7.0,2,15
Old Town/Gold Coast Masterpiece (+private rooftop),7.0,2,15
Luxury Fulton Market Penthouse | Pelton+ home gym,7.0,1,7
Discover North Side from Modern Studio Apartment,7.0,2,15
OLD TOWN GARDEN GETAWAY,7.0,2,14
"Chic 2 Bed Condo Near Restaurants, Shops and City",7.0,2,15
"2BR Apt near Shops, Dining, Loyola University",7.0,1,7
10% Winter Promo! 4BR Splendid Apt near Bars/Resto,7.0,1,7
Woodlawn~Luxury Apt~ 5 Mins To UNIV. Of Chicago,7.0,1,7
McCormick Place 12 min drive | 2BD|1BA | Sleeps 8,7.0,2,14
SOUTH LOOP 3 BED GLAM- NEXT TO MCCORMICK!!,7.0,2,15
EZ Street Penthouse -- 1/2 block off I-90,7.0,2,14
Japanese 2br in Gold Coast/optional Valet parking,7.0,2,15
Bienvenidos! Home Away from Home,7.0,2,14
Private Bedroom in Pilsen: Olive Room,7.0,1,7
10% Winter Promo! Best 1 BR apartment in the City!,7.0,1,7
Cool 2BR | Wrigleyville close to Fun City,7.0,1,7
Spectacular Gold Coast villa w parking/sleeps 10,7.0,2,15
Awesome 🤩 Lincoln Park roomy 2br! Easy city access,7.0,1,7
Homely escape in a quiet neighborhood - 2 BDR Apt,7.0,2,14
"Great Views, Old Town Chicago",7.0,1,7
King Bedroom in Downtown Loop,7.0,1,7
WONDERFUL WICKER PARK 2BD/2BA w/ patios +parking,7.0,2,15
Avondale Chicago -  1 of the world's coolest hoods,7.0,2,14
Gorgeous 7BD Home,7.0,3,22
Stylish 2BR Garden Level APT in Quiet Neighborhood,7.0,2,14
Huge NorthSide Classic | Fantastically near Train,7.0,1,7
#2 Comfy&Convenient room&Shared bath in Uptown,7.0,1,7
i3-Right in front United Center&Next to Downtown,7.0,2,15
"Middle of Old Town, Heart of Chicago",7.0,1,7
Renovated basement studio w/ independent entrance,7.0,2,14
Roscoe Village Cabin Getaway,7.0,1,7
Theater District Hideaway,7.0,4,29
"2B/2BA Executive Glass Apt | Balcony, Rooftop Pool",7.0,2,14
Lovely 2 bedroom condo w/Chicago downtown view,7.0,2,14
Cheerfull 4beds townhouse with Parking and Patio!,7.0,2,14
Luxurious 3BR with on-site parking,7.0,2,14
Entire spacious 3 bedroom rental unit with garage!,7.0,2,15
"The Ramblers Inn, Northside NEW Reno w/parking!",7.0,3,23
☀️❤️‍🔥Gold Coast Lavish Home w/ Roof Pool & Gym❤️‍🔥☀️,7.0,1,7
McCormick Place Spacious 3b/2b parking/sleeps 8,7.0,2,14
"2 Bed Apt w/ Office, Free Parking, Near Wrigley",7.0,2,15
"Comfy 3 bd room, 20 mins downtown free park/backyd",7.0,2,15
West Loop Flat w/pool+Fulton Market Dining,7.0,2,14
3/1 Home Apt | Northside | Cubs,7.0,2,14
Skyline Duplex Penthouse/private rooftop/sleeps 8,7.0,2,14
Urban Oasis: 2 floors with 2 bd/2ba and backyard,7.0,2,14
Rustic Private BR - 5 min to Chinatown & Downtown,7.0,2,15
Modern & Homey 2B/B w Fireplace on Quiet Block!,7.0,2,14
Loft Style Private Apt 5 (1 Room- 420 Friendly),7.0,1,7
Stylish Modern Condo 1 mile from U of C,7.0,1,7
Gather Together & WFH in Piece of Chicago History,7.0,2,14
Centrally Located Old Town Gem,7.0,2,15
Modern Classic Style Vacation Apt at West Lakeview,7.0,2,14
"Easygoing 2Br-A Mine of Diamonds, Humboldt/Wicker",7.0,2,15
4 bedroom greystone townhome on South Side,7.0,3,22
Lovely 1-BR Apt with full kitchen & living room,7.0,3,22
Lovely 3BR Duplex w/ Parking! Sleeps 8!,7.0,3,22
5 Bedroom Wrigleyville Experience right by stadium,7.0,2,14
Wonderful Stay in a Chicago Bungalow,7.0,1,7
"UC, McCormick, HydePark002, Chinatown, freeparking",7.0,1,7
Medical District/West Loop/McCormick 4-Bedroom Apt,7.0,3,21
5 ⭐️ Best Kept Secret N Illinois Medical District,7.0,3,22
"Bright, Spacious 2 BR w/ Skyline Views!",7.0,2,15
2BD apartment stunning view Chicago skyline by C9,7.0,2,14
"The Jewels:2bd/2ba Apt,Free Prkg,DTWN 10mi,UC 2mi",7.0,3,22
Sun Soaked West Loop Penthouse - Private Rooftop,7.0,2,15
*Beautiful apartment* - a few mins from the park.,7.0,3,22
Brand new 2 bed 2 bath apartment in Lincoln Square,7.0,3,21
Secluded Hidden Gem in Wicker Park - 4 BR near DT,7.0,2,15
Clean and Spacious 2 Bedroom in Logan Square,7.0,2,14
The Red Line Stop Garden Unit,7.0,2,14
Lincoln Park 2 Bedroom Condo w/Mid Century Flair,7.0,3,21
Entire 1 BR/1Bath Vibrant apartment in Hyde Park,7.0,3,23
Downtown/Lake/Soldier Field Paradise Haven,7.0,4,29
Stylish and Cozy newly renovated Bridgeport Apt,7.0,2,15
Contemporary 3 bedroom apartment close to Loyola,7.0,2,15
Sunny Treetop Oasis in Roscoe Village - 1BR/1BA,7.0,3,21
Convenient & Spacious Beauty w/FREE PRIV. PARKING!,7.0,2,15
Love Chicago! ORD/DWTWN5: 15MIN,7.0,2,15
Private Room in Beautiful Apartment,7.0,5,36
"Large balcony, Chicago city views",7.0,5,37
Only Urban Beach House in Chicago,7.0,3,23
Luxurious Private room & Private bath,7.0,1,7
"Modern 1 Bedroom with Sleeper, Steps from Lincoln Park (301)",7.0,3,23
Executive Private Room at University of Chicago,7.0,1,7
"Room w/2 Beds near Train, Hyde Park & UofChicago",7.0,2,15
Wicker Park Walk-Up,7.0,2,14
Large Cozy 1BR APT in Roscoe Village/Wrigley!!,7.0,5,39
Mid-Century Oasis in Trendy Logan Square,7.0,3,22
Luxurious Private Room with  2 Queen Beds,7.0,1,7
"Private Master Suite near Hyde Park, U of Chicago",7.0,2,15
"Spacious, Comfy, and Private in Ravenswood Manor",7.0,7,49
3) PEACOCK,7.0,2,14
"Rogers Park Gem Full Apt near NU, Loyola, Red line",7.0,5,36
"Staypineapple Chicago, Executive King Suite",7.0,1,7
2-Spectacular luxury homes downtown-Sleeps 22,7.0,1,7
McFetridge House - Beautiful Private Space #2,7.0,4,29
Stained Glass Sanctuary,7.0,3,21
"Beautiful 1 Bdrm in UK Village, steps from Wicker",7.0,2,14
747 Birdie,7.0,1,7
Room D (Queen size bed),7.0,2,14
Private Garden Level Bedroom,7.0,3,21
Private room twin K2 front,7.0,2,14
Hosting 32+ Night Stays at ⭐ WoW ⭐ 10min to DT - Center of Chicago - Easy Transit - near medical district,7.0,32,241
Spacious private bedroom/bathroom available 1 bed,7.0,4,30
Grand Victorian Mansion in Austin Area,7.0,3,22
King suite - 2-bedroom suite with free parking,7.0,32,245
Really nice private room and bathroom with parking,7.0,32,232
中唐【301】中文电话13128236113,7.0,32,226
"Pilsen Travel Suite - 1 Br, 1 office",7.0,30,232
The Park Place Front Room,7.0,4,28
2 Bedroom Apartment in West Town,7.0,32,224
5min walk to UnivOfChgo. MODERN Luxe,7.0,10,75
5min walk to UnivOfChgo. Modern LUXE,7.0,10,70
"Huge cozy bedroom, AC, free WiFi, NetFlix, parking",7.0,32,242
A city night's escape in Chicago,7.0,30,232
Furnished bedroom in Old Town House,7.0,2,14
Accessibility to Airport&Downtown!,7.0,5,39
Charming Neighborhood 2br Apt!,7.0,32,230
Hip Homebase 420 ok - 2br apt NO parties,7.0,32,236
"For Families, Medical Interns, and Small Groups LL",7.0,3,22
Medical Student Housing B,7.0,3,21
"Updated Bedroom near Train, Grocery, & Nightlife",7.0,32,228
Historic house in hip Logan Square,7.0,7,49
Lovely First Floor Flat with Piano,7.0,5,36
Art Collector's Pied-a'-terre,7.0,32,245
Private room near Downtown,7.0,32,246
5 min to Chinatown 10min to Downtown Chicago,6.0,1,6
Guest Room with 2 Queen Beds at Aloft Chicago Mag Mile,6.0,1,6
One-Bedroom Nicely Decorated Apt in Goose Island,6.0,1,6
"Close to Wrigley, full furnished studio",6.0,1,6
Luxurious 3 Bedroom Getaway Private Garage Chicago,6.0,1,6
Brand New Modern 3BR/2BA in Heart of Westown,6.0,1,6
Luxurious One Bedroom Downtown Gem,6.0,1,6
Loyola University | Cosy Apartment,6.0,1,6
Hidden East Village Gem,6.0,1,6
McCormick Pl Stylish corner unit/parking/sleeps 6,6.0,2,12
Lovely Lake View apartment minutes from Downtown.,6.0,1,6
Private Entrance|Free Parking Space|2BR|Lincoln Sq,6.0,2,13
2-Bedroom Indulging Condo Apt in Festive Boystown,6.0,1,6
McCormick Pl Patio skyline 2b/2b Parking,6.0,2,12
McCormick Place Studio/parking/sleeps up to 4,6.0,2,12
NEW 1-bedroom rental with fire place,6.0,1,6
Bright & Spacious 4BR Home in Heart of Logan Sq!,6.0,2,12
NorthSide Chicago Getaway,6.0,2,13
South Shore Retreat 5 bedrooms/entertainment,6.0,2,12
Great Value Lakeview 2-Bedroom Condo,6.0,1,6
Bungalow Beauty - Heart of Logan Square 3BR+Garage,6.0,2,13
Classy 4BR Radiant Apt in Wicker Park,6.0,1,6
Red Chili Pepper Room,6.0,1,6
Chic & New 2br | near Wrigley & public transit,6.0,2,12
Pampas Room,6.0,1,6
Retro 2 bedroom bungalow in Chicago,6.0,2,12
"The Penthouse, Lux stay near Downtown, UofC & Lake",6.0,2,12
8J1 Luxury Master room W private bath near Chicago,6.0,1,6
"Perfect 2 BDR apt, Northside, Free parking, CUBS",6.0,1,6
Explore NorthSide Chicago from Modern Studio APT,6.0,1,6
1 Bedroom/1 Bath Apartment NEW | Rogers Park,6.0,1,6
Beautiful 5 br villa for 14 guests with free prkng,6.0,2,12
Historic Studio Near UChicago & DT by Zen Rentals,6.0,1,6
French design Luxurious Downtown 3br+2ba/sleeps 8,6.0,2,13
McCormick Place 2b/2b w optional parking/sleeps 6,6.0,2,12
Cozy 2-Bedroom 2-Bath condo near transit station,6.0,2,13
🤩COOL SOUTH LOOP LOFT 5 MIN TO MCCORMICK & LOOP,6.0,2,13
Snug Garden by the Park,6.0,1,6
IMMACULATE Brand New Penthouse Chicago!!,6.0,2,12
B: Spacious bedroom with private workspace.,6.0,2,12
McCormick Place Skyline view 3br/2ba & opt parking,6.0,2,13
Cozy 2BR Logan Square | Parking | Near Downtown,6.0,2,12
J1- Bedroom at East Garfield Park - up to 3 guests,6.0,2,13
JA-Private Bedroom upTo5guests at Garfield Park,6.0,2,12
Modern 3BR/1BA near University of Chicago,6.0,2,13
#1Comfy&Convenient bedroom Shared bath in uptown,6.0,1,6
3-bedroom home in Beverly historic district,6.0,2,13
Modern ChicagoTownhome w/Garage! *Sleeps 8*,6.0,3,18
"1BR Luxury Apartment With Private Office, Terrace,",6.0,3,20
McCormick 420 friendly 3BR/2BA/sleeps 8/Parking,6.0,2,13
McCormick Pl 420 friendly 3B/2BA/Parking/sleeps 8,6.0,2,12
Near McCormick Pl 420 friendly 3BR/2BA/opt parking,6.0,2,13
2 BEDROOM LAKEVIEW/WRIGLEY FIELD APARTMENT,6.0,2,13
Cheerful Bedroom in Bridgeport Chicago,6.0,2,13
Cheerful Bedroom in Bridgeport Chicago,6.0,2,12
2-Bedroom condo in the heart of Bronzeville,6.0,2,12
Brand New 2 Bedroom Walk Up Condo in Irving Park,6.0,2,13
"Cozy Apt in Central Locale, Own Entrance, Parking",6.0,2,13
Spacious *Asian Inspired 2BR in Wicker Park!,6.0,3,20
Lovely Wrigleyville Loft,6.0,2,13
Bright/Cozy/Hip 2/1 Apt |  Logan Square,6.0,2,13
Modern 4 Bedroom Greystone | White Sox,6.0,2,12
"Gorgeous city duplex; pinball, HD projector & more",6.0,3,20
Stunning Duplex-4BD/3BA *Prime Location* Sleeps 12,6.0,3,19
*Charming And Vintage Apartment In Great Location*,6.0,3,20
Sunlit 3BR Condo w/ Parking | McCormick Downtown,6.0,2,13
"Luxury Apartment @Chicago►Lounge, Pool & Gym",6.0,2,13
"Private room, Near IIT, DT, subway , free parking",6.0,3,20
2BR Apt in Bucktown - Minutes from Blueline,6.0,2,13
Large ultra modern 3BR/1 BA near Univ of Chicago,6.0,2,12
Garfield Park conservatory,6.0,1,6
Remodeled garden unit in the heart of Logan Square,6.0,3,20
Amazing Studio with hotel amenities,6.0,2,12
04b. Full Bed in Coed Bedroom - 3 mi from NWU,6.0,1,6
Quiet city getaway by beach in fun neighborhood,6.0,2,12
Historic Tip Top Tap Floor of the Warwick Allerton,6.0,1,6
Beautiful 2 Br 2 Bath Near United Center,6.0,2,13
The Brynford,6.0,2,12
Sunny 2-Bedroom Work-from-Home Apartment,6.0,2,13
Nice & Cozy 3 bdrm Close to Downtown,6.0,2,12
Luxury Penthouse @West Loop I Full Amenities by C9,6.0,2,12
7C3eih2 Cozy Night's Stay - Small Cozy Room,6.0,1,6
7C2bbp Comfy Bedroom,6.0,1,6
The Original Wrigleyville Coach House- 2 Story Private Unit,6.0,2,12
Spacious 4 bedrm 3.5 bath home w/ cozy fireplace,6.0,2,12
Bedroom for rent in charming home,6.0,2,13
"Luxury 3 bd, 2 bath Condo - 15 min from downtown",6.0,2,12
Modern light filled apt by West Loop!,6.0,2,12
Level ◆ Brand New Luxe JR Two Bedroom Suite,6.0,2,12
Massive Historic Home with Private Yard,6.0,2,12
3 BEDROOMS WITH SINGLE OR DOUBLE BEDS,6.0,2,13
Gorgeous apartment near O'Hare,6.0,2,12
"Superior House, Urban Mansion! Semi-Private Floor",6.0,1,6
Great group opportunity for 8 adults 4 bedrooms,6.0,2,12
Bright Vintage University Center Condo,6.0,3,19
MAG MILE MEGA ENTIRE FLOOR 4BD/4BA+Parking&Rooftop,6.0,2,12
"Homey, Energy Efficient 3 & Separate Laundry Room.",6.0,1,6
"Bright, Airy SMART HOME. 2 Bedroom Patio & Sunroom",6.0,2,12
Beautiful Private Room 5 min to downtown Chicago,6.0,5,33
Balcony with a distant view of Willis Tower,6.0,5,33
Perfect Place,6.0,4,25
Hidden Gem of Chicago,6.0,3,20
"Clean, Cozy, Quiet Single Room SouthShore Bungalow",6.0,1,6
ENTIRE BUILDING-Walk to Lincoln Park or The Beach!,6.0,2,12
Michigan Ave Downtown -Elegant Lake Michigan View,6.0,2,12
Private Room C-Nice & Clean,6.0,2,12
TBCC -The BIG COMFY COUCH,6.0,2,13
Gorgeous Modern Loft! w/ River Views,6.0,3,19
Swanky Gold Coast Boutique Hotel - King Bed,6.0,1,6
Justice Hotel at 6018North – Room 2South,6.0,1,6
Godfrey Hotel Lifestyle Rooftop 4.5* - King Suite,6.0,1,6
"Comfy , Spacious and Cozy in Hyde Park",6.0,1,6
"Staypineapple Chicago, 2 Double Mobility Acc w/Tub",6.0,1,6
"Staypineapple Chicago, Queen Mobility Acc w/Tub",6.0,1,6
Cozy Suite 309,6.0,3,18
3437 2nd floor,6.0,2,13
Cozy Stay,6.0,2,13
"Lovely Updated 2BR Apartment, ""L"" Nearby",6.0,5,32
Cozy Chicago Condo — The Roscoe & Halsted,6.0,3,20
